Cleaned_Text,Sentiment
my holistic vet recommended this along with a few other brands we tried them all but my cats prefer this especially the sardine version the best part is their coats are so soft and clean and their eyes are so clear and and i dont want to be rude so ill say this as delicately as i can their waste is far less odorous than cats who eat the mcdonalds junk found in most stores which is a definite plus for me the health benefits are so obvious i highly recommend holistic select,Positive
one of my cats is allergic to fish and beef this formula is one of the few she can eat and it has much better ingredients than the prescription diets available at the vet both of my kitties are very active have soft shiny fur and neither are fat dry food reduces tartar buildup on teeth also,Positive
our cats thrive extremely well on this dry cat food they definitely have much less hair ball throw ups and their fur is great they are fit and not over weight this vendor ships extremely fast is one of the top amazon suppliers in our book,Positive
ive been a fan of hot spicy maruchan ramen for a long time if you enjoy spice and love ramen youll love this product too bad its way too expensive here on amazon its only 336 per 12 at my walmart,Positive
ive been eating ramen noodles since i was a little kid and ive never found a better flavor than hot spicy chicken it isnt hot at all to a chilihead like me but it sure is good,Positive
i love spicy ramen but for whatever reasons this thing burns my stomach badly and the burning sensation doesnt go away for like 3 hours not sure if that is healthy or not and you can buy this at walmart for 028 way cheaper than amazon,Neutral
always being a fan of ramen as a quick and easy meal finding it on amazon for a decent price and having it delivered to your door by the case is an amazing situation for anyone to find themselves in,Positive
i must be a bit of a wuss because this soup tastes to me how i imagine fire might taste typically i like spicy food if it has a good flavor i dont find this to be the case with this soup any flavor is killed off by the burn,Negative
i really loved the spicy flavor these had i found myself liking the broth more than the noodles which is usually the opposite if you arent used to the heat this might bother you and if you like hot hot foods this might not be enough,Positive
got these on sale for roughly 25 cents per cup which is half the price of my local grocery stores plus they rarely stock the spicy flavors these things are a great snack for my office where time is constantly crunched and sometimes you cant escape for a real meal this is one of my favorite flavors of instant lunch and will be back to buy every time it goes on sale,Positive
i have bought allot of different flavors and this happens to be one of my favorites and will be getting more soon,Positive
i love this flavor of ramen i dont eat other flavors anymore because they taste too bland by comparison for the convenience of having it delivered to my home i have prime so i get it in two days and dont have to pay for the shipping the price on amazon isnt bad at all but it is still cheaper to run down and pick up a case of this at the grocery store,Positive
the best investment ive ever made for ginger its unbelievable its fibrous like the real ginger has that spicy kick to it but its perfect with the sugar calms it down its very worth the 40 for 5lbs of it ill be getting more soon i use these as a topper for my ginger cupcakes and cookies,Positive
delicious i cannot get australian ginger where i live this compares favorably to australian ginger ive purchased in other cities now i can enjoy it without traveling,Positive
i keep trying other brands cheaper brands stupid me this ginger is soooo worth the money tender moist and never a let down,Positive
my son has had acid reflux since birth and has been on every medication available with no improvement until an older gentleman came into his work place and told him about this product and i automatically ordered it for him i was really not expecting any better results than the 1000 other things we have tried what a surprise he has not had any heartburn or symptoms since day 2 of starting eating one piece of this ginger each morning he can now eat anything and actually enjoy it this product was a god send for him thank you all for it,Positive
i bought this for our office to give people something sweet to snack on because its bite size its easier for people to grab a couple a pieces rather than an entire licorice stick my only complaint is that one of the bags broke open in shipping,Positive
twizzlers brand licorice is much better than that other well known brandbr if you can get these for 2 to 250 a package with free sh its a good dealbr the black and cherry have good taste but the strawberry taste was too delicate and barely there,Positive
i love thesevery tasty infact i think i am addicted to thembr buying them in packs of 6 bags is very reasonable than going to target and getting a bag savings are about a 100 a bag i use subscribe and save on these and several other product i love subscribe and save,Positive
if you are looking for a less messy version of licorice for the children then be sure to try these theyre soft easy to chew and they dont get your hands all sticky and gross in the car in the summer at the beach etc we love all the flavos and sometimes mix these in with the chocolate to have a very nice snack great item great price too highly recommend,Positive
i might be mistaken but it appears that the pieces in this bag were reduced in size if they did do that it was doubtlessly done to make it appear that the buyer got a better deal having so many pieces after all the problem is that the pieces have to be a certain size in order to have enough flavor for your eating experience as it is you have to use 2 or 3 pieces to match the old piece size it is not the same,Neutral
being a fan of newmans pineapple salsa for quite a while i was looking for a comparable salsa this is one of the best tasting salsas ive ever had my daughters love it too they dont like super chunky salsa and the berry mango has a nice smooth texture with small mango pieces the salsa is not too sweet just sweet enough and although its mild it has a nice little kick to it at this price its a steal,Positive
the salsa smelled delicious as i think it probably was but unfortunately the person at amazon that is a packer there is probably several had very little stuffing to work with especially on the bottoms therefore the bottoms were broken on all three bottles as i reached for my computer i was told no returns cause its a food item i then looked for a customer service tag and i found none on their new face lift they seem to be proud of their new face lift butthey should at least have a place to contact them in emergencies like i buy a lot of stuff and it all comes in styrofoam boxes never would i ship thingsbr especially salsa in a cardboard box with just a stripe of large bubble wrap on it no matter how much the carrier fed ex is careful its going to break somewhere along the line especially in an all glass container barbara l s,Negative
this is one of the best salsas that i have found in a long time but stay away from the variety pack the other two that come with it are not worth your money,Positive
these remind me of dog treats i made once using pumpkin and cinnamon theyre kind of bland and not my favorite back to nature product but my finace really loves them so thats where the three stars come from,Neutral
this is the best cornmeal i made regular cornbread and hot water cornbread with this meal and both were outstanding also fried some oysters with this meal it gave them a great texture and flovor,Positive
this is a fabulous marinade i love to use it for chicken either baked in the oven or on the grill this has enough flavor flair ive even used it for dinner parties only to receive rave reviews from my guests definitely worth the price super cheap and super easy love it,Positive
works with chicken fish beef or pork fast easy and makes it taste excellent plus buying in bulk is more than 50 off from box stores,Positive
got this for my brother who is on jorge cruise diet and decided to try one for myself it actually tastes pretty good,Positive
these singles sell for 250 336 at the store for 1 box of 24 singles im not sure why amazon is selling it for 999 for a box of 24 singles hazelnut coffee creamer is my favorite but truly this is not a good buy,Negative
awesome such a yummy flavor i got it as a healthy alternative to the desserts we normally eat and i am so glad that i did there are so many things you can do with jello desserts and still have them taste good and be good for you i will definitentally be purchasing this product again the flavor was so wonderful,Positive
i went to 4 grocery stores looking for this flavor of jello for my green tomato jam recipe and finally found it here this jello is wonderful evidently its only carried in the stores during the summer but with harvest time in the fall i couldnt find it anywhere in town this jello tastes like watermelon and the jam recipe i made with it takes like watermelon jam great made as regular jello too yummy,Positive
what a deal this is the healthiest salt you can use this box should last our family the year no problem iodized sea salt will not raise your blood pressure as regular salt will,Positive
perfect size sea salt for the table or the picnic basket we love it shakes well no clumping and flows freely,Positive
span classtiny length 026 minsbr br spanthe expiration date is 21 months from the day i bought this product the tuna tomato combination is delicious this is one of the many items i reorder on amazon every month or sobr edit added a short video so you see what this combination looks likebr br i was wearing one of those headlamps but i didnt do a good job focusing on the tunabr i should film it over but it doesnt look like many people view this product anyway,Positive
ive never heard of the safcol brand before but i was tired of only trying the typical pouches starkist and chicken of the sea i was really surprised as i thought it was a bit better than the other brands and with less seasoning,Positive
these are the best tasting tuna pack they make in my opinion make a great on the go snack and really satisfying with the tomato,Positive
i have always purchased starkist tuna but thought i would try this brand for a change of pace the taste of the tuna was not pleasant too much basil and other spices for me,Neutral
im not familiar with the safcol brand but being a tuna addict gave this a shot the tuna tastes like its good quality but i found the tomato basil flavor to be a bit bland its better than something plain but it didnt pack the punch i was hoping for its still a great option for a low calorie low fat meal,Positive
i found it much tastier than the plain tuna pouches out there excellent quality and no need to dress it upbr br i put it the micro on about 20 power for 1 minute and shazambr br i believe a little heating brings out the flavor,Positive
seriously this product was as tasteless as they come there are much better tasting products out there but at 100 calories its better than a special k bar or cookie snack pack you just have to season it or combine it with something else to share the flavor,Negative
i read about pomegranate molasses so i had to try it i havent made anything with it yet just eaten a little bit at a time but wow is it decadent its dark syrupy sour and a little sweet a dab of this and i forget about dessert its just a really unique flavor with a pleasing metallic undertone yum im going to try making fesenjan next,Positive
used this in moroccan recipes as a syrup in a brilliant mixed beverage and as a swirled topping on sliced oranges soaked in orange water wonderful wonderful stuff,Positive
i dont know how long these sat on the back of a shelf somewhere but they were so old that they wouldnt cook i had to throw half of them out because the skins were damaged a clear sign of dried beans past their prime i cant even return these or ask for a refund because food is not returnable will find a different brand to use for now i have about fifty servings of beans to throw away,Negative
besides being smaller than runts they look the same and have the same consistency unfortunately they taste nothing like banana runtsnor do they even taste good yucky stuff trying to return with vendor,Negative
the item over all was fine but the banana heads are not just like banana runts they are alot smaller also when i received the item the packaging was not great the banana heads had come open during shipping and were all over the packing envelope,Neutral
i purchased as a giveaway for a baby shower with jungle theme they worked out perfect for 25 small bags of candy i purchased 5 if you want more than 25 small bags i would purchase a larger bag,Positive
i have drunk ricore since my mother allowed be to drink caffeine i love this stuff in milkbr its much smoother and tastier than instant coffee with milk i am french and live in the usbr and bring back boxes of ricore at every opportunity savora is another hidden gem you can bringbr back check it out,Positive
i first had this drink when my mother brought it back with her from a visit to her home in brittany france and thought it was delicious i wish it were a bit cheaper but other than that i love this product,Positive
i couldnt wait to try the 88243 cinnamon coffee cake because it is made with fresh eggs creamy sour cream madagascar bourbon vanilla and is topped and filled with cinnamon streusel this 88243 cinnamon coffee cake is available online for only 1895 now i have had my fair share of cinnamon coffee cakes but let me just tell you that the fantasicakes cinnamon coffee cake really takes the cake with size price quality and tastebr the cake arrived very fast and was carefully packaged so that it arrived in almost perfect condition it also comes with a large tub of white icing that you can drizzle over the top before serving i couldnt believe how large the size was and it actually fed my family of 5 for us to enjoy during breakfast for three days the cake itself is thick and almost has a solid but sponge cake type consistency that is really moist and very filling the flavors are to die for with the sticky cinnamon outside and sweet cinnamon and vanilla swirled throughout the inside of the cake the icing really tops it off beautifully and gives it that moist and sticky sweet flavor pair the cake with your morning coffee and youve got the perfect breakfast treat,Positive
i used to love these growing up and stopped drinking water and lemon juice from this brand about 56 years ago this stuff used to be so strong i used to just pour some in my mouth and get that alive feeling going it feels like the product went through changes which added more water or something to make it not so strong the stronger it is the less you use as well the product is still really good but the taste is the same quality as the cheaper brand names almost i thought these would go fast but hey all lemon stuff i love unless it goes bad this is a good product just wish it still had that hit me in the mouth chug sensation it used to be like,Positive
one of the best lemon juice that i have tried i am recurring customer due to the high quality of this product when the season for fresh lemos is out this one supplement our need for the citrus on the kitchen or refreshmentsbr br i will continue buying it,Positive
this lemon juice is a must in my kitchen yearround it has a powerful flavor and you dont need much of it to zest up a dish i add a spritz of it to my water nearly every daybr br i will buy this product again and again,Positive
fast delivery and good product this is the same lemon juice concentrate you can find in stores and its really handy to have around to add to sauces dressings etc such a pain to squeeze fresh juice everytime you need it nevermind having the lemons on hand to begin with,Positive
this is not as good as the frozen lemon juice but it is good it has a slightly odd flavor perhaps from a preservative sure wish i could order the frozen juice,Positive
couldnt believe it when told how relaxing this beverage was seriously drink it only if you are getting ready for a nap or bedtime if you have plans to drive or perform any other activity not recommendedbr br i feel my arms and legs almost tingle with relaxation after a short time my eyes start to get droopy and i am in another placebr br love this stuff,Positive
i bought these at grocery outlet here in the seattle tacoma are for 400 a case of tweleve not paying 3800 yes 3 for a dollar i like the taste not great but not bad either low calorie will buy more but not at this whacked out price,Positive
this is an great product the taste is great and it works exactly as described superb natural sleep aid amazing,Positive
we have been looking for natural ways to help us sleep since we always seem to be overloaded with stress and a busy schedule yes wed probably be better served taking a yoga class but this is a good second choice this helps you fall asleep and stay asleep i drank half the first night and that was plenty for me after about 30 minutes i was ready for bed i woke up refreshed and with no sleepydrug hangover so that is a huge bonusbr br i gave the product 3 stars instead of the 5 it deserves as their packing job was marginal at best the product arrived with 2 broken bottles which at this price is a 6 loss the bottles are glass and all they did was wrap one layer of the smallbubbled bubble wrap around the case and placed it in a larger box with extra room to move around in that box big packing fail but the product is awesome,Neutral
we made chocolate chip cookies with brm garbanzo bean flour and the results were fantastic the brown sugar and chocolate mask any bean taste that other reviews have mentioned our friends couldnt discern any difference from classic cccs the texture body and elasticity meaning reduced tendency to fall apart that occurs with most other glutenfree flours is nice and chewy the same as cccs made with regular flour and an added bonus the high protein and fiber level i calculate 23 g fibercookie fills you up so that you are satisfied with smaller servings and the glycemic index is significantly lowerbr br i highly recommend this flour even if cccs are the only thing you make with it,Positive
this is great stuff made some really tasty banana bread good quality and lowest price in town,Positive
we had trouble finding this locally delivery was fast no more hunting up and down the flour aisle at our local grocery stores,Positive
this packet of glaze is the secret to making those european style fresh fruit tarts i am about to make one for a pie auction at church after a friend requested that something strawberry should be offered you can make the most amazing and relatively healthy fruit tarts by baking a base layering it with uncooked fresh sliced fruit then pouring over the madeup contents of one of these packets they harden up at room temperature hold the fruit together so you can slice the tart and they let the beauty of the arranged fruit show through ive also seen this glaze used over cheesecakes to hold a fruit topping in place personally i do not like cheesecake too rich for me but a fruit glazed cheesecake is gorgeous i will admit to do this slice fruit and layer it on the cheesecake while its still in the springform pan pour on the glaze let it set up and then remove the springform youll have a clear layer of fruit on top of the cheesecake cherries strawberries or sliced mangos are nice but the best one i ever had used thin slices of lemons that had been gently poached in sugar syrup before they were layered on the cakebr br i use a base of sponge cake baked in a shallow form but other bases can be pate sucre a kind of french pastry that is a bit like a sugar cookie that works well in those fluted straightsided forms you can also make minitarts in a muffin pan prebaking each mold with a layer of pie crust even commercial crust works though again i prefer pate sucre it holds its shape better and is more substantial and has a better crumb just blindbake the muffin tins lined with pate then pop them out and fill with fresh fruits berries are great and pour over the glaze some people put a layer of creme patisserie which is a pastry cream like custard but stabilized with flour below the fruit and i happen to think these taste bestbr br if you get into baking this glaze is a musthave on the shelf the ingredients are vegan tapioca starch carrageenan dextrose cream of tartar locust bean gum so if you are looking to make a vegan tofu cheesecake you can use this on top as well as use it for fruit tarts with a nut crust base,Positive
my scotties were full of hot spots and when i used this within a week all the hot spots were gone the smell is kinda strong but not bad its tolerablel,Positive
i bought this coffee because its much cheaper than the ganocafe and has the organic reishi mushroom as well as other healthy antioxidants i didnt expect it to taste good but it actually does ive only had it for a few days and for 5 its totally worth it my sisters all take ganocafe but now im introducing them to this less expensive similar coffee i will follow up on this product in a few weeks,Positive
the coffee is very finely processed and the flavor is just alright nescafe and mount hagen are better i bought this to try something other than these two but i probably wont get this again there is just a slight vitaminy taste but its not overwhelming its also a bit pricey for what you get,Neutral
this coffee is great because its all organic ingredients no pesticides to worry about plus it tastes good and you have the healing effects for ganoderma,Positive
like the other people mentioned this coffee has a great taste ive tried different instant coffees before but this one is one of the better ones another one of my favorites if you want to try it out though not organic is africafe pure instant coffee,Positive
tastes great and gives me energy without the jitters love this productbr however i do wish it came in some sort of resealable jar or hard plastic container instead of a ziplock pouch because the ziplock ripped off and quit working after awhile but the product is fantastic just not crazy about the packaging,Positive
these little guys are tasty and refreshingbr br i usually eat salads for lunch which can do terrible things to breath i eat 2 of these after lunch because they are so small and i find this sufficiently resolves the problembr br theyre sugar free sugar can actually help the smelly bacteria grow which is great and theyre tasty enough that i almost think of them as part of my lunchbr br this is a good bulk value buy and id highly recommend the mints themselves cheers,Positive
i like these better than the regular altoids but theyre even more costly so youd better like them,Positive
these little tins of sugar free mine mints were a great dealthere perfict for on the gofifty mints per tin is just the right amount to cary alongand there safer for your teeth than the ones with sugarthe price of twelve dollars was very resonablealso there great for shareingif you are looking for a mint try these onesyoull be glad you did,Positive
prosbr packaging shipping pricebr sold about a year before its expiration date enough for me to eatshare 9 boxesbr not too fresh like the regular wintergreen and not in a powdery form its a real mintbr br cons none,Positive
be careful not to eat too many of them in one day as one of the chemicals in it is the same as that of a laxative lololol,Neutral
these mints are really strong and have a great taste they are also a convenient size to carry in a pocket or purse,Positive
this is a huge supply of them im still working on these and have plenty to spare much more effective than buying one from the grocery store or 711 every time you want a mint,Positive
even with small containers they dont fill them up these little tins are less than half filled and at the price charged it seems a ripoff is there some exotic ingredient as costly as gold contained in those tiny squares or how about the cereal ploy they were filled at the factory but settled in transportbr can manufacturers be honest in their dealings,Negative
i love and use the empty containers for medicineadvil in my purse desk suitcase also line with felt to keep earrings perfect little size to disguise small valuables when traveling and love the mints tiny and powerful without burning my mouth,Positive
received as shown my mother in law likes these and walgreens quit carrying them it was great i could get them on amazon,Positive
i keep a case of these in my office and always have at least a tin or two on my desk for visitors to help themselves to some folks stop by just to grab some mints and others pop them like candy while we meet when i find someone who keeps coming back for more i just give them their own tin one coworker asked me to save the tins for her so she could use them as pillboxes and safety pin boxes like i said theyre a real hit since i wouldnt be able to keep my hands off a candy dish this is a good alternative to have around and its nice to have them around if i have garlic for lunch i gave the item 4 stars because they arent as tasty as the sugar version of the mints but what sugar free item is as good as its full sugar counterpart and because of the fact that each tin is wrapped in plastic which seems like a waste and is irritating to remove although i totally get why they wrap it it still doesnt make it easy to deal with,Positive
the tiny altoids are great for a quick breath freshening and the small box is great for portability its full but compactbr br i havent run out yet and probably wont for a couple months but i cant wait to buy it again,Positive
i loved these wintergreen altoid smalls so much i had to come write a review the packaging is small for convenience and the altoids are smaller as well with a square shape blue hue and even more delicious taste in my opinion i definitely prefer them over the regularsize altoids and will continue purchasing them highly recommended,Positive
fresh scent and taste easy to eat one tin in few hours i use them as favors and everyone loved them,Positive
hard to find the wintergreen smalls sugar free as stores only have the red smalls peppermint such a common flavor the wintergreen is refreshing and absolutely delicious driving cross country if someone cuts me off i turn to my daughter with my hand out and say wintergreen me she pulls one out puts it in my hand and all is right with the world,Positive
to me these are nothing like the regular altoids and are not breath mints they are pleasanttasting little candies in a cute convenient tin and thats as far as it goes the mintiness is just not strong and the wintergreens are definitely weaker than the peppermint minis im not a dragonbreath person but still one of these mints is too small to have any effect on my breath four or five will freshen my breath for a short while maybe 15 minutes at this point i think the icebreakers frost mints are the best as sugar free breath mints,Negative
we have fed our cats a lot of stuff these 2 boy cats are not picky eaters they loved the purina they loved the nutro they loved the iams they love whatever we feed thembr br this review is based on what we their affectionate owners love after a certain age we were instructed by the vet to consider senior foods and lower carb foods because the catties were fatties we tried a few types of food some evinced no change some made the litter superstink some had too small a kibble and the cats barfed it up because they didnt have to chew it to swallow itbr br this felidae has done the trick no problems to speak of it is consistent in the litter and bearable on the nose the cats love it the kibble is sized appropriate to chewing and heres the kickerbr after feeding the cats felidae their demeanor improved their coats are super soft and lush both are new improvements we can directly attribute to this food were now loyal felidae consumersbr br additionally the absence of corn product in the feed seems to lessen or remove the reactions of our friends with catallergies,Positive
i started my cat on felidae platinum about 3 weeks ago and she loves it shes an older cat somewhat overweight and had a grouchy temperament i first mixed it with her previous food and she figured out which was which she ate the felidae and left the old food shes now been on just the felidae for about ten days now off the old food entirely and she is a much sweeter happier cat i think it must agree with her better or be more easily digested or something in any case i am a happy purchaser of felidae i dont agree with the previous reviewer that cats dont like it clearly mine does,Positive
we have three cats the youngest is about eleven years old another is fifteen and our oldest is well ancient that is what the vet told us ten years ago the youngest is a blob when he lays down he looks like a footstool the other two are arthritic and skinnybr br since we had such success with canidae platinum for senior dogs i figured that wed give it a try for our cats id had them on low ash purina one urinary tract formula for their entire lives and thankfully we had no ut problemsbr br buster the youngest is still a blob after six months plus on felidae for senior and overweight cats however the other two are now much more active and we can tell that they are really feeling better since we changed their food to felidae even prissy the ancient one has started to play and tease the dogs by getting them to chase her where before when she was on purina one all she wanted to do was to sleepbr br i think that if you can get your cat on this fairly early in their weight problems itll be more effectivebr br however the glucosamine will certainly help your older fur balls have a happier life,Positive
too much of a good thing we worked this kibble in over time slowly shifting the percentage of felidae to national junkfood brand until the bowl was all natural by this time the cats couldnt keep it in or down what a mess weve moved on,Negative
as with canidae felidae has also changed their formula cats do not like change when it comes to their food and they just had to change it without putting it on their label we noticed the color of the food had changed and so did the smell as you will notice i have also reviewd the canidae and this all happened the same time the dogs were having issuesbr br prior to the change in food we had almost lost two of our cats because we had moved to a new home if cats get upset because of a change in enviorment or a loud noise they can stop eating it depends on the cat two of them had stopped eating and had lost a lot of weight we took them to the vet and it took months to get them back to normal it has been a year since then and they are better then the formula for this food changedbr br we started to noitce they were not eating as much and it started to bug us we asked the shop owner of the feed store and she had no knowledge of any change to the food it wasnt until the we were in there with other customers yelling about their dogs food making their dogs sick right away we changed the cats food and they started chowing down and havent suffered one bit like our dogs havebr br cats are sensitve animals and changes to thier food could cause them to stop eating anyone thinking of purchasing this food should not do it we have 5 rescued and fixed cats none of which are picky eaters and the change in this formula could have been the death of them had we not found out about the change in their formulabr br i urge anyone that has had these problems to go to the consumer affairs website and also the fda website and write a letter to them to let them know how this has affected your animal as with canidae they do not care how the change has affected my animals and tell me not to buy it this is just horrible,Negative
dont buy just a few of these i order these by the case i cant even remember the first time i tasted an anchovy stuffed olive but i have tried several of the brands online and this brand is my favorite,Positive
i order these olives a lot they are unlike any other olives out there the subtle flavors of the brine go great with cheeses one of my favorite appetizer treats for guests,Positive
hey the description says 360 grams that is roughly 13 ounces at under 400 per can no way that is the approximate price for a 100 gram can,Negative
my husband and i are both kind of wimpy when it comes to hot things and this seasoning is just a bit too spicy for us it definitely makes you sweat a bit when youre eating it it was still edible to us by adding a good sized dollop of sour cream but i dont think i would buy it again due to the heat we prefer the milder mccormicks brand of fajita mix ive also had fajitas in a couple of different restaurants and it wasnt as spicy as this mix isbr br if you like super spicy then this is not burning hot so you might want to keep that in mind to me it was more than medium hot but not by too muchbr br i gave it three stars because it was pretty easy to make and its versatile in that you could vary the veggies you put in it you take a plastic bag a couple of tbs of vegetable oil 14 cup water and mix the seasoning water and oil together then add the chicken strips to the bag and let it marinate for 5 minutes in the meantime it says to stir fry your veggies peppers and onion but i found it easier to just cook the chicken and veggies together and i dont think it affected quality or taste i also used extra virgin olive oil rather than vegetable oilbr br i have one more package of this to use and next time im going to add more veggies and maybe some chopped tomato to cut the heat a bit more,Neutral
a friend whod been drinking tea for 80 of his 84 years introduced me to this tea a few months ago even took me over to the store and bought me a pound at 7lb in a retail store or a little over 9 with shipping from an online merchant i think its great ive been drinking earl grey english breakfast irish breakfast lapsang souchong assam etc most of them were over 30lb with shipping aside from the lapsang souchong i think this is a great replacement for all the rest has everything im looking for in a strong fullbodied black tea with enough character to keep it from becoming boring my current favorite afternoon tea unless youre extremely jaded or a tea snob youll love it,Positive
i love strong full bodied quality tea and typically drink assam irish breakfast or early grey tea but as the other reviewer noted the price per pound can be discouraging so i have been searching for a quality full bodied tea that wasnt bitter at a more palatable price point and this certainly fits the bill and unlike some other teas where they tend to be better in one form or another ie iced vs hot this tea is excellent in both forms i would certainly recommend this to anyone who prefers that smooth full bodied quality tea that doesnt cost an arm and leg,Positive
i drink this tea plain without sugar or milk and it has a pleasant aromabr br the price from amazon is cheaper than my local grocery store one reviewer is right i think it has some herbal smell to make up the aroma so the label imperial blend kind of implied the herbbr br i am not exactly a black tea drinker so this tea is a surprise and affordable too i usually prefer white chinese tea like white peony but it is more expensive and requires lower temperature water but this is black tea and this aroma kind of remind me the softness of white tea,Positive
ive tried a variety of ahmad tea not because i particularly like this brand but they are just easier to come across the imperial blend i believe is the most complex yet well balanced of all the ones ive tried its full body like a good cup of assam which by no means overpower the delightful clean taste of darjeerling complete with a long lasting note of bergamot i enjoy it best in the evening it gives a satisfying and relaxing finish to a busy daybr br for those interested in the specifics i use about 3 teaspoons of lose tea in a stainless steel infuser in a 16 oz mug let it steep in 208f water for 23 min take the infuser out and drink it without sugar or milk to savor its sophistication,Positive
i have tried literally dozens of teas since being introduced to the russian custom of preparing and drinking tea and the ahmad imperial blend is probably my favorite of all of these due to the fact that it is equally delicious hot or iced i buy the threepacks as needed from amazon and go through them rapidly my family loves it and my friends have it in their homes now too try one box of it and you will love it too,Positive
this is an excellent tea one of the best i have ever had it is especially great when you prepare it with a samovar,Positive
herbal additives in this blend destroy real tea taste it is only for people who like herbal taste i dont,Negative
makes a tasty super easy meal fast but high in caloriesbr br the instructions say to saute the veggies first but i recommend cooking the chicken first the chicken takes longer to cook and the raw chicken ontop of veggies just makes a slimy mess i made it with snow peas and carrots only i dont like the little corn added some red pepper flakes for heat and served ontop of rice it came out wonderful dinner on the table in less than 30mins,Positive
i think i have tried just about every bloody mary mixer on the market at one time or the other most have too much sugar or worst corn syrup this mixer is all natural ingredients and very tasty it does have a little kick enjoy,Positive
might be a little spicy for some but this stuff rocks i use 12 and12 with v8 for a milder version or the best is a bloody caesarbr half mix half clamato,Positive
took me one or two to get used to the pickle taste but now aim hooked and have to keep a bottle on hand,Positive
this candy is not as described the middle is almost hard it is not a silky or smooth filling as describedbr looks and tastes like its way past its expiration datebr would never reccommend this paid a good chunk of cash for nothing,Negative
i started drinking the power slim tea when i was on the hcg diet to help curb cravings since i liked it so well i tried some of the others and i am now hooked they are so satisfying that i drink them all the time the energy gives you that extra pickmeup in the afternoons that helps keep me going all day no matter how long,Positive
im trying several of the wu yi teas i like this one particularly because of the subtle citrus taste it also has a natural sweetnessbr br the ingredients include organic wuli cliff oolong tea 700 mg organic black tea 600 mg organic green tea extract 100 mg proprietary blend 600 mg plus some ginseng panax orange peel lemon grass and guarana other ingredients natual orange and citrus flavorsbr br my goal is to drink more tea and less coffee i am enjoying trying a different kind of tea every day ill be coming back to this one,Positive
i cannot live without this citron falksalt it is wonderful on watermelon fish almost any food requiring salt and in my world it all does just try it on red juicy watermelon wonderful experience,Positive
terrible artificial lemon taste like pledge lemon furniture polish dont do this to yourself just use plain flake salt and some fresh grated lemon zest,Negative
these things are huge i love the way the crystals crunch and the flavor is not too overpowering or too subtle this lemony flavor is my favoriteits good on almost everything youll have plenty of flavored salt for a long time if you buy this,Positive
the taste of these white cheddar flat breads is like a regular cracker which is not bad except that i bought them because i wanted a cheese tastebr br what was a huge disappointment how misleading the packaging of the box is the photo on the box i bought these in store makes it look like it is full of long flatbreads expanding the length and width of the box wrong the plastic tray that holds the crackers is about 2 smaller all around leaving you with about 15 or so small flatbreadsbr br what is also bad about this is that the company states they use biodegradable and ecofriendly packaging fail they used a huge box for a ridiculously small amount of crackers not ecofriendly at allbr br would i buy these again no i feel ripped off the other crackers like sesame tarragon give you a littlebr more bang for your buck and have more flavor,Negative
this is the ultimate puppy food the kibbles are great for small breeds high in digestible nutrients as opposed to fillers some companies use less waste results from the high quality ingredients i have been hunting training showing and handling various breeds of dogs for nearly 40 years with multiple national champions i have been highly satisfied with eukanubas quality and the results i have obtained feeding their foods my recent purchases are with wag through amazoncom their prices are the best i have found and they are very good at shipping immediately on items in stock,Positive
the recommendation when we bought our puppies lhasabichon mix and lhasapoodle mix was that we continue them on the food that they have had since being weaned this is a somewhat expensive food so i cant say that we were terribly pleased but we loaded up on the stuff and headed homebr br let me just say this i have had small dogs before never have i seen such gas issues both of them consistently had foul gas consistently usually when theyre sitting on our laps but you know theyre dogsbr br when we got through the first bag of this stuff we purchased more on amazon it was a great price for it since we got a 40 lb bag for the price of i think a 15 lb bag at petco but they continued to have gas i mean they loved the food dont get me wrong and they loved it more when wed mix in some water and it would be like soft food somehow that made their gas worse but i think ill have to give that responsible to the speed with which they chowed down cant blame the food itself for gluttonybr br eventually we switched their food no more farting i think it was due to the high fat content which undoubtedly is necessary for very small puppies they just need that in their diet i think that we were advised to keep them on it for much longer than was useful they said up until 1 year yeah right you try dealing with gas for that long around 6 mos of age we switched to puppychow much better granted they dont like it as much but we humans like it a whole lot better,Positive
a very delicate green tea with a smooth light taste and an subtle floral tones and no bitter aftertastebr br in the 20 years we have been drinking ahmad teas not even once have we been disappointed the superb quality of ahmad teas has remained consistent throughout the yearsbr br i am so happy to find ahmad teas available here thanks amazon because only a few stores carry it in my area and they are quite a few miles away the current deal for the pack of 6 is superb much cheaper than i can find locallybr br this is a great tasting tea which i am happy to recommend,Positive
fresha great way to get a little chocolate in my life without a million calories they taste just like chocolate pudding,Positive
if you like the ceylon tea variety you will certainly enjoy and appreciate this teabr br i am so happy to find ahmad teas available here thanks amazon and very surprised at the negative review from 2009 because in the 20 years we have been drinking ahmad teas not even once have we been disappointed the superb quality of ahmad teas has remained consistent throughout the yearsbr br the current deal for the pack of 4 is very good cheaper than i can find locallybr br highly recommendedbr br note this listings description is confusing each packet of tea weighs 500 grams which equals 11 pounds or 176 ounces,Positive
ive been enjoying this tea for years this tea is good mornings afternoons or evenings my local store went out of buisinessthanks amazon i use a bodum tea press to prepare a pot,Positive
hi i have to have black tea everyday i have done it in the past 25 years and its a habit of mine ahmad tea is one of my favorite brands and i highly recommend it if you like black tea i think this is going to remain my favorite for the next 100 years or so,Positive
